time,type,amount
2017/4/28 18:00,SE,617
2017/4/28 18:05,SE,1031.19
2017/4/28 18:10,SE,376.04
2017/4/28 18:15,SE,945.53
2017/4/28 18:20,SE,227.24
2017/4/28 18:25,SE,1215.55
2017/4/28 18:30,SE,287.67
2017/4/28 18:35,SE,6294.4
2017/4/28 18:40,SE,826.91
2017/4/28 18:45,SE,1354.54
2017/4/28 18:50,SE,339.29
2017/4/28 18:55,SE,775.74
2017/4/28 19:00,SE,109.96
2017/4/28 19:05,SE,1216.77
2017/4/28 19:10,SE,664.29
2017/4/28 19:15,RE,79
2017/4/28 19:15,SE,542.27
2017/4/28 19:20,RE,11.67
2017/4/28 19:20,SE,700.8
2017/4/28 19:25,SE,1047.25
2017/4/28 19:30,SE,514.58
2017/4/28 19:35,SE,488.27
2017/4/28 19:40,SE,891.49
2017/4/28 19:45,SE,729
2017/4/28 19:50,SE,2337.49
2017/4/28 19:55,SE,873.23
2017/4/28 20:00,SE,1708.2
2017/4/28 20:05,SE,977.14
2017/4/28 20:10,SE,1102.33
2017/4/28 20:15,SE,1079.95
2017/4/28 20:20,RE,76
2017/4/28 20:20,SE,993.26
2017/4/28 20:25,SE,653.1
2017/4/28 20:30,SE,560.3
2017/4/28 20:35,SE,1260.29
2017/4/28 20:40,SE,1171.38
2017/4/28 20:45,SE,1185.49
2017/4/28 20:50,SE,540.48
2017/4/28 20:55,SE,1473.33
2017/4/28 21:00,SE,927.89
2017/4/28 21:05,SE,876.6
2017/4/28 21:10,SE,1191.57
2017/4/28 21:15,SE,1298.41
2017/4/28 21:20,RE,33
2017/4/28 21:20,SE,1679.75
2017/4/28 21:25,SE,1446.86
2017/4/28 21:30,SE,2778.6
2017/4/28 21:35,SE,1320.04
2017/4/28 21:40,SE,3219.07
2017/4/28 21:45,SE,945.7
2017/4/28 21:50,SE,1442.69
2017/4/28 21:55,SE,3131.7
2017/4/28 22:00,SE,1353.86
2017/4/28 22:05,SE,1404.6
2017/4/28 22:10,SE,514.86
2017/4/28 22:15,SE,378.05
2017/4/28 22:20,SE,1390.11
2017/4/28 22:25,RE,15
2017/4/28 22:25,SE,380.64
2017/4/28 22:30,SE,1137.31
2017/4/28 22:35,SE,19452.89
2017/4/28 22:40,SE,1437.8
2017/4/28 22:45,SE,1091.33
2017/4/28 22:50,SE,2199.02
2017/4/28 22:55,SE,2755.74
2017/4/28 23:00,RE,37.45
2017/4/28 23:00,SE,2557.98
2017/4/28 23:05,SE,1095.66
2017/4/28 23:10,RE,31.6
2017/4/28 23:10,SE,1173.54
2017/4/28 23:15,SE,4236.65
2017/4/28 23:20,SE,1335.84
2017/4/28 23:25,RE,10.4
2017/4/28 23:25,SE,870.49
2017/4/28 23:30,SE,2687.46
2017/4/28 23:35,SE,1551.79
2017/4/28 23:40,SE,572.43
2017/4/28 23:45,SE,1252.84
2017/4/28 23:50,SE,475.07
2017/4/28 23:55,SE,791.56
2017/4/29 0:00,SE,1101.58
2017/4/29 0:05,SE,1632.39
2017/4/29 0:10,SE,219.84
2017/4/29 0:15,SE,1289.84
2017/4/29 0:20,SE,589.52
2017/4/29 0:25,SE,759.14
2017/4/29 0:30,SE,844.18
2017/4/29 0:35,SE,630.34
2017/4/29 0:40,SE,490.34
2017/4/29 0:45,SE,863.15
2017/4/29 0:50,SE,755.44
2017/4/29 0:55,SE,7874.96
2017/4/29 1:00,SE,2947.55
2017/4/29 1:05,SE,4.15
2017/4/29 1:10,SE,487.3
2017/4/29 1:15,SE,100.78
2017/4/29 1:20,SE,3.9
2017/4/29 1:25,SE,53.71
2017/4/29 1:30,SE,330.49
2017/4/29 1:35,RE,38
2017/4/29 1:35,SE,426.9
2017/4/29 1:40,SE,1257.71
2017/4/29 1:45,SE,32.32
2017/4/29 1:50,SE,54.64
2017/4/29 1:55,SE,520.09
2017/4/29 2:00,SE,391.64
2017/4/29 2:05,SE,55.48
2017/4/29 2:10,SE,135.8
2017/4/29 2:15,SE,10.28
2017/4/29 2:20,SE,1916.81
2017/4/29 2:25,SE,20.71
2017/4/29 2:30,SE,129.06
2017/4/29 2:35,SE,186.34
2017/4/29 2:40,SE,190.87
2017/4/29 2:45,SE,169.93
2017/4/29 2:55,SE,23.78
2017/4/29 3:00,SE,189.85
2017/4/29 3:05,SE,42.75
2017/4/29 3:10,SE,1945.23
2017/4/29 3:15,SE,8.77
2017/4/29 3:20,SE,3.66
2017/4/29 3:25,SE,38.01
2017/4/29 3:30,SE,30.25
2017/4/29 3:35,SE,2.94
2017/4/29 3:40,SE,43.68
2017/4/29 3:45,SE,3.55
2017/4/29 3:50,SE,101.08
2017/4/29 4:00,SE,12.7
2017/4/29 4:05,SE,62.1
2017/4/29 4:10,SE,120.76
2017/4/29 4:15,SE,5.09
2017/4/29 4:20,SE,13.79
2017/4/29 4:25,SE,22.51
2017/4/29 4:30,SE,3.66
2017/4/29 4:35,SE,14.87
2017/4/29 4:40,SE,28.13
2017/4/29 4:50,SE,135.53
2017/4/29 4:55,SE,115.56
2017/4/29 5:00,SE,29.34
2017/4/29 5:05,SE,3.61
2017/4/29 5:10,SE,1.96
2017/4/29 5:15,SE,28.97
2017/4/29 5:20,SE,45.12
2017/4/29 5:25,SE,20.43
2017/4/29 5:30,SE,118.57
2017/4/29 5:35,SE,233.29
2017/4/29 5:40,SE,42.46
2017/4/29 5:45,SE,82.77
2017/4/29 5:50,SE,11.5
2017/4/29 6:05,SE,52
2017/4/29 6:10,SE,202.79
2017/4/29 6:15,SE,4.47
2017/4/29 6:20,SE,100.78
2017/4/29 6:40,SE,10.33
2017/4/29 6:45,SE,11.14
2017/4/29 6:50,SE,238.84
2017/4/29 6:55,SE,60.29
2017/4/29 7:00,SE,388.23
2017/4/29 7:05,SE,107.52
2017/4/29 7:10,SE,342.77
2017/4/29 7:15,SE,126.46
2017/4/29 7:20,SE,19.92
2017/4/29 7:25,SE,408.22
2017/4/29 7:30,SE,630.35
2017/4/29 7:35,SE,100.78
2017/4/29 7:40,SE,100.78
2017/4/29 7:45,SE,664.68
2017/4/29 7:50,SE,482.58
2017/4/29 8:00,SE,305.56
2017/4/29 8:05,SE,719.59
2017/4/29 8:10,SE,175.79
2017/4/29 8:15,SE,769.08
2017/4/29 8:20,SE,585.38
2017/4/29 8:25,SE,411.88
2017/4/29 8:30,SE,201.55
2017/4/29 8:35,SE,764.4
2017/4/29 8:40,SE,100.78
2017/4/29 8:45,SE,719.06
2017/4/29 8:50,SE,756.81
2017/4/29 8:55,SE,536.51
2017/4/29 9:00,SE,624
2017/4/29 9:05,SE,450.37
2017/4/29 9:10,SE,799.61
2017/4/29 9:15,SE,849.14
2017/4/29 9:20,SE,1221.16
2017/4/29 9:25,SE,201.56
2017/4/29 9:30,SE,747.14
2017/4/29 9:35,SE,428.79
2017/4/29 9:40,SE,876.37
2017/4/29 9:45,SE,581.37
2017/4/29 9:50,SE,659.26
2017/4/29 9:55,SE,526.01
2017/4/29 10:00,SE,659.79
2017/4/29 10:05,SE,1203.83
2017/4/29 10:10,SE,682
2017/4/29 10:15,SE,3406.59
2017/4/29 10:20,SE,673.09
2017/4/29 10:25,SE,630.36
2017/4/29 10:30,SE,911.92
2017/4/29 10:35,SE,1307.15
2017/4/29 10:40,SE,1085.12
2017/4/29 10:45,SE,805.81
2017/4/29 10:50,SE,789.76
2017/4/29 10:55,SE,956.74
2017/4/29 11:00,SE,1577.65
2017/4/29 11:05,RE,0.01
2017/4/29 11:05,SE,988.46
2017/4/29 11:10,RE,89.1
2017/4/29 11:10,SE,758.61
2017/4/29 11:15,SE,1491.83
2017/4/29 11:20,SE,1243.1
2017/4/29 11:25,SE,431.24
2017/4/29 11:30,SE,816.91
2017/4/29 11:35,SE,748.55
2017/4/29 11:40,SE,514.56
2017/4/29 11:45,SE,1538.49
2017/4/29 11:50,SE,387.48
2017/4/29 11:55,SE,951.46
2017/4/29 12:00,SE,682.8
2017/4/29 12:05,SE,559.02
2017/4/29 12:10,SE,428.8
2017/4/29 12:15,SE,503.89
2017/4/29 12:20,SE,768.61
2017/4/29 12:25,SE,811.16
2017/4/29 12:30,SE,653.36
2017/4/29 12:35,SE,724.16
2017/4/29 12:40,SE,684.66
2017/4/29 12:45,SE,1068.03
2017/4/29 12:50,SE,845.7
2017/4/29 12:55,SE,236.52
2017/4/29 13:00,SE,623.43
2017/4/29 13:05,SE,623.14
2017/4/29 13:10,SE,304.09
2017/4/29 13:15,SE,247.86
2017/4/29 13:20,RE,60
2017/4/29 13:20,SE,977.53
2017/4/29 13:25,SE,618.88
2017/4/29 13:30,SE,1677.63
2017/4/29 13:35,SE,622.45
2017/4/29 13:40,RE,4.1
2017/4/29 13:40,SE,252.93
2017/4/29 13:45,SE,330
2017/4/29 13:50,SE,672.81
2017/4/29 13:55,SE,958.37
2017/4/29 14:00,SE,838.96
2017/4/29 14:05,SE,418.21
2017/4/29 14:10,SE,480.17
2017/4/29 14:15,SE,1290.92
2017/4/29 14:20,SE,1293.51
2017/4/29 14:25,SE,861.9
2017/4/29 14:30,SE,723.68
2017/4/29 14:35,SE,610.25
2017/4/29 14:40,RE,104
2017/4/29 14:40,SE,981.28
2017/4/29 14:45,SE,1573.39
2017/4/29 14:50,SE,895.06
2017/4/29 14:55,SE,619.52
2017/4/29 15:00,SE,497.95
2017/4/29 15:05,SE,479.7
2017/4/29 15:10,SE,728.69
2017/4/29 15:15,SE,586.48
2017/4/29 15:20,SE,653.8
2017/4/29 15:25,SE,426.01
2017/4/29 15:30,SE,881.57
2017/4/29 15:35,SE,931.66
2017/4/29 15:40,RE,21.7
2017/4/29 15:40,SE,581.55
2017/4/29 15:45,SE,653.77
2017/4/29 15:50,SE,526.04
2017/4/29 15:55,SE,904.03
2017/4/29 16:00,SE,464.22
2017/4/29 16:05,SE,252.45
2017/4/29 16:10,SE,196.62
2017/4/29 16:15,SE,580.94
2017/4/29 16:20,SE,620.46
2017/4/29 16:25,SE,775.69
2017/4/29 16:30,SE,1245.89
2017/4/29 16:35,SE,252.42
2017/4/29 16:40,SE,1010.93
2017/4/29 16:45,SE,698.44
2017/4/29 16:50,SE,603.57
2017/4/29 16:55,SE,207.52
2017/4/29 17:00,SE,183.46
2017/4/29 17:05,SE,1028.47
2017/4/29 17:10,SE,418.91
2017/4/29 17:15,RE,295.5
2017/4/29 17:15,SE,191.67
2017/4/29 17:20,SE,630.35
2017/4/29 17:25,SE,324.28
2017/4/29 17:30,SE,401.14
2017/4/29 17:35,SE,527.41
2017/4/29 17:40,SE,1337.47
2017/4/29 17:45,SE,339.29
2017/4/29 17:50,SE,1155.41
2017/4/29 17:55,SE,620.33
2017/4/29 18:00,SE,737.47
2017/4/29 18:05,SE,483.09
2017/4/29 18:10,SE,866.65
2017/4/29 18:15,SE,620.48
2017/4/29 18:20,SE,1043.62
2017/4/29 18:25,SE,525.39
2017/4/29 18:30,SE,361.21
2017/4/29 18:35,SE,1258.49
2017/4/29 18:40,SE,1186.32
2017/4/29 18:45,SE,479.66
2017/4/29 18:50,SE,689.53
2017/4/29 18:55,SE,969.98
2017/4/29 19:00,SE,560.15
2017/4/29 19:05,SE,759.26
2017/4/29 19:10,SE,1395.56
2017/4/29 19:15,SE,669.24
2017/4/29 19:20,SE,461.69
2017/4/29 19:25,SE,313.01
2017/4/29 19:30,SE,750.08
2017/4/29 19:35,SE,701.22
2017/4/29 19:40,SE,3432.92
2017/4/29 19:45,SE,558.92
2017/4/29 19:50,SE,129.02
2017/4/29 19:55,RE,1
2017/4/29 19:55,SE,773.22
2017/4/29 20:00,SE,1496.1
2017/4/29 20:05,SE,1307.13
2017/4/29 20:10,SE,1356.55
2017/4/29 20:15,SE,932.3
2017/4/29 20:20,SE,653.07
2017/4/29 20:25,SE,205.07
2017/4/29 20:30,SE,1100.93
2017/4/29 20:35,SE,3266.23
2017/4/29 20:40,SE,1481.67
2017/4/29 20:45,SE,915.51
2017/4/29 20:50,SE,1469.44
2017/4/29 20:55,SE,881.96
2017/4/29 21:00,SE,1795.76
2017/4/29 21:05,SE,712.7
2017/4/29 21:10,SE,1838.35
2017/4/29 21:15,SE,2084.75
2017/4/29 21:20,SE,6432.1
2017/4/29 21:25,SE,1870.02
2017/4/29 21:30,SE,1421.39
2017/4/29 21:35,SE,2064.35
2017/4/29 21:40,SE,1354.71
2017/4/29 21:45,SE,1680.05
2017/4/29 21:50,RE,130
2017/4/29 21:50,SE,950.89
2017/4/29 21:55,SE,1606.8
2017/4/29 22:00,SE,934.64
2017/4/29 22:05,SE,1615.32
2017/4/29 22:10,SE,819.61
2017/4/29 22:15,SE,1081.22
2017/4/29 22:20,SE,1429.79
2017/4/29 22:25,SE,3922.46
2017/4/29 22:30,SE,1743.83
2017/4/29 22:35,SE,1570.63
2017/4/29 22:40,SE,2938.56
2017/4/29 22:45,SE,1844.34
2017/4/29 22:50,SE,1248.87
2017/4/29 22:55,SE,2177.6
2017/4/29 23:00,SE,987.11
2017/4/29 23:05,SE,2955.06
2017/4/29 23:10,SE,1735.91
2017/4/29 23:15,SE,958.35
2017/4/29 23:20,SE,2299.93
2017/4/29 23:25,SE,1970.82
2017/4/29 23:30,SE,1213.68
2017/4/29 23:35,SE,2626.36
2017/4/29 23:40,SE,1562.43
2017/4/29 23:45,SE,876.95
2017/4/29 23:50,SE,1862.3
2017/4/29 23:55,SE,540.89
2017/4/30 0:00,SE,308.65
2017/4/30 0:05,SE,985.82
2017/4/30 0:10,SE,1134.88
2017/4/30 0:15,SE,1085.88
2017/4/30 0:20,SE,1079.87
2017/4/30 0:25,SE,1466.94
2017/4/30 0:30,SE,4157.66
2017/4/30 0:35,SE,560.27
2017/4/30 0:40,SE,1162.17
2017/4/30 0:45,SE,1742.24
2017/4/30 0:50,SE,54.01
2017/4/30 0:55,SE,
2017/4/30 1:00,SE,699.44
2017/4/30 1:05,RE,261.82
2017/4/30 1:05,SE,885.03
2017/4/30 1:10,SE,143.47
2017/4/30 1:15,SE,1239.1
2017/4/30 1:20,SE,803.16
2017/4/30 1:25,SE,2532.9
2017/4/30 1:30,SE,3181.15
2017/4/30 1:35,SE,255.04
2017/4/30 1:40,SE,11.86
2017/4/30 1:45,SE,1201.08
2017/4/30 1:50,SE,136.84
2017/4/30 1:55,SE,360.4
2017/4/30 2:00,SE,234.2
2017/4/30 2:05,SE,110.07
2017/4/30 2:10,SE,731.11
2017/4/30 2:15,SE,99.31
2017/4/30 2:20,SE,345.19
2017/4/30 2:25,SE,396.34
2017/4/30 2:30,SE,50.41
2017/4/30 2:35,SE,8.01
2017/4/30 2:40,SE,417.21
2017/4/30 2:45,SE,65.61
2017/4/30 2:50,SE,1495.41
2017/4/30 2:55,SE,223.48
2017/4/30 3:00,SE,104.88
2017/4/30 3:05,SE,933.96
2017/4/30 3:10,SE,302.33
2017/4/30 3:15,SE,6.57
2017/4/30 3:20,SE,1596.17
2017/4/30 3:25,SE,70.34
2017/4/30 3:30,SE,37.84
2017/4/30 3:35,SE,13.15
2017/4/30 3:40,SE,14.31
2017/4/30 3:45,SE,9.72
2017/4/30 3:50,SE,160.84
2017/4/30 3:55,SE,916.95
2017/4/30 4:00,SE,112.06
2017/4/30 4:05,SE,37.95
2017/4/30 4:10,SE,10.35
2017/4/30 4:25,SE,26.59
2017/4/30 4:30,SE,72.53
2017/4/30 4:35,SE,15.18
2017/4/30 4:40,SE,70.01
2017/4/30 4:55,SE,46.28
2017/4/30 5:00,SE,15.96
2017/4/30 5:05,SE,22.63
2017/4/30 5:10,SE,142.81
2017/4/30 5:25,SE,44.43
2017/4/30 5:30,SE,4.15
2017/4/30 5:35,SE,103.72
2017/4/30 5:40,SE,308.69
2017/4/30 5:45,SE,106.34
2017/4/30 6:00,SE,100.78
2017/4/30 6:05,SE,7.2
2017/4/30 6:10,SE,9.39
2017/4/30 6:15,SE,32.82
2017/4/30 6:20,SE,126.46
2017/4/30 6:25,SE,100.78
2017/4/30 6:30,SE,392.66
2017/4/30 6:35,SE,58.69
2017/4/30 6:40,SE,5
2017/4/30 6:45,SE,100.78
2017/4/30 6:50,SE,0.98
2017/4/30 6:55,SE,403.11
2017/4/30 7:00,SE,6.54
2017/4/30 7:05,SE,515.46
2017/4/30 7:10,SE,396.19
2017/4/30 7:15,SE,231.06
2017/4/30 7:20,SE,149.62
2017/4/30 7:25,SE,136.93
2017/4/30 7:30,SE,531.54
2017/4/30 7:35,SE,273.13
2017/4/30 7:45,SE,227.24
2017/4/30 7:50,SE,261.79
2017/4/30 7:55,SE,1217.94
2017/4/30 8:00,SE,580.94
2017/4/30 8:05,SE,201.56
2017/4/30 8:10,SE,452.17
2017/4/30 8:15,SE,757.37
2017/4/30 8:20,SE,7.55
2017/4/30 8:25,SE,352.66
2017/4/30 8:30,SE,756.81
2017/4/30 8:35,SE,714.5
2017/4/30 8:40,SE,1140.03
2017/4/30 8:45,SE,632.31
2017/4/30 8:50,SE,538.41
2017/4/30 8:55,SE,817.98
2017/4/30 9:00,SE,690.62
2017/4/30 9:05,SE,328.01
2017/4/30 9:10,SE,1103.59
2017/4/30 9:15,SE,1271.37
2017/4/30 9:20,SE,606.14
2017/4/30 9:25,SE,258.92
2017/4/30 9:30,SE,808.17
2017/4/30 9:35,SE,1152.01
2017/4/30 9:40,SE,657.15
2017/4/30 9:45,SE,1163.71
2017/4/30 9:50,SE,883.27
2017/4/30 9:55,SE,1524.33
2017/4/30 10:00,SE,1050.65
2017/4/30 10:05,SE,1318.78
2017/4/30 10:10,SE,3014.71
2017/4/30 10:15,SE,623.43
2017/4/30 10:20,SE,1720.35
2017/4/30 10:25,SE,1308.86
2017/4/30 10:30,SE,1686.51
2017/4/30 10:35,SE,726.17
2017/4/30 10:40,SE,681.72
2017/4/30 10:45,SE,1339.11
2017/4/30 10:50,SE,292.46
2017/4/30 10:55,SE,454.48
2017/4/30 11:00,SE,2431.06
2017/4/30 11:05,SE,976.16
2017/4/30 11:10,SE,250.44
2017/4/30 11:15,SE,489.95
2017/4/30 11:20,SE,1598.27
2017/4/30 11:25,SE,1054.36
2017/4/30 11:30,SE,1366.42
2017/4/30 11:35,SE,767.88
2017/4/30 11:40,SE,932.77
2017/4/30 11:45,SE,1622.12
2017/4/30 11:50,SE,536.67
2017/4/30 11:55,SE,1303.11
2017/4/30 12:00,SE,1223.65
2017/4/30 12:05,SE,1183.76
2017/4/30 12:10,SE,941.16
2017/4/30 12:15,SE,1942.02
2017/4/30 12:20,SE,1000.84
2017/4/30 12:25,SE,683.27
2017/4/30 12:30,SE,2003.31
2017/4/30 12:35,SE,846.72
2017/4/30 12:40,SE,1406.08
2017/4/30 12:45,SE,1287.63
2017/4/30 12:50,SE,1409.1
2017/4/30 12:55,SE,866.71
2017/4/30 13:00,SE,1851.8
2017/4/30 13:05,SE,2070.8
2017/4/30 13:10,SE,826.97
2017/4/30 13:15,SE,617.03
2017/4/30 13:20,SE,201.56
2017/4/30 13:25,RE,2.31
2017/4/30 13:25,SE,302.34
2017/4/30 13:30,RE,3.52
2017/4/30 13:30,SE,353.7
2017/4/30 13:35,SE,857.59
2017/4/30 13:40,SE,328.02
2017/4/30 13:45,SE,924.14
2017/4/30 13:50,SE,636.88
2017/4/30 13:55,RE,106.8
2017/4/30 13:55,SE,1204.38
2017/4/30 14:00,SE,733.09
2017/4/30 14:05,SE,126.46
2017/4/30 14:10,SE,568.42
2017/4/30 14:15,SE,487.1
2017/4/30 14:20,SE,903.1
2017/4/30 14:25,SE,656.04
2017/4/30 14:30,SE,356.39
2017/4/30 14:35,SE,771.72
2017/4/30 14:40,SE,707.41
2017/4/30 14:45,SE,302.33
2017/4/30 14:50,SE,953.41
2017/4/30 14:55,SE,1039.66
2017/4/30 15:00,SE,857.59
2017/4/30 15:05,SE,831.9
2017/4/30 15:10,SE,731.01
2017/4/30 15:15,SE,2072.15
2017/4/30 15:20,SE,350.46
2017/4/30 15:25,SE,731.12
2017/4/30 15:30,SE,758.19
2017/4/30 15:35,SE,1728.64
2017/4/30 15:40,SE,964.21
2017/4/30 15:45,SE,313.38
2017/4/30 15:50,SE,1636.13
2017/4/30 15:55,RE,59.94
2017/4/30 15:55,SE,959.67
2017/4/30 16:00,SE,358.65
2017/4/30 16:05,SE,1378.48
2017/4/30 16:10,RE,117.6
2017/4/30 16:10,SE,908.95
2017/4/30 16:15,SE,1038.32
2017/4/30 16:20,SE,867.13
2017/4/30 16:25,SE,1308.63
2017/4/30 16:30,SE,729.09
2017/4/30 16:35,SE,341.89
2017/4/30 16:40,SE,910.15
2017/4/30 16:45,SE,382.35
2017/4/30 16:50,SE,234.16
2017/4/30 16:55,SE,462.18
2017/4/30 17:00,SE,1740.85
2017/4/30 17:05,SE,1571.42
2017/4/30 17:10,SE,1286.38
2017/4/30 17:15,SE,1005.87
2017/4/30 17:20,SE,620.47
2017/4/30 17:25,SE,997.79
2017/4/30 17:30,SE,1187.67
2017/4/30 17:35,SE,326.13
2017/4/30 17:40,SE,328.02
2017/4/30 17:45,SE,502.12
2017/4/30 17:50,SE,247.42
2017/4/30 17:55,SE,707.42
2017/4/30 18:00,SE,1112.62
2017/4/30 18:05,SE,937.91
2017/4/30 18:10,SE,2206.47
2017/4/30 18:15,SE,1020.58
2017/4/30 18:20,SE,522.57
2017/4/30 18:25,SE,1235
2017/4/30 18:30,SE,504.87
2017/4/30 18:35,SE,226.51
2017/4/30 18:40,SE,1567.52
2017/4/30 18:45,SE,462.86
2017/4/30 18:50,SE,1054.2
2017/4/30 18:55,SE,1249.95
2017/4/30 19:00,SE,1206.35
2017/4/30 19:05,SE,939.59
2017/4/30 19:10,SE,496.46
2017/4/30 19:15,SE,989.75
2017/4/30 19:20,SE,1572.21
2017/4/30 19:25,SE,1104.79
2017/4/30 19:30,SE,2416.56
2017/4/30 19:35,SE,859.94
2017/4/30 19:40,SE,7007.6
2017/4/30 19:45,SE,1622.08
2017/4/30 19:50,SE,4956.32
2017/4/30 19:55,SE,1165.81
2017/4/30 20:00,SE,564.23
2017/4/30 20:05,SE,1223.3
2017/4/30 20:10,SE,1573.01
2017/4/30 20:15,SE,709.36
2017/4/30 20:20,SE,1262.67
2017/4/30 20:25,SE,877.74
2017/4/30 20:30,SE,800.79
2017/4/30 20:35,SE,3605.9
2017/4/30 20:40,SE,2078.08
2017/4/30 20:45,SE,1100.1
2017/4/30 20:50,RE,92
2017/4/30 20:50,SE,1640.1
2017/4/30 20:55,SE,1717.14
2017/4/30 21:00,SE,1252.54
2017/4/30 21:05,SE,2468.25
2017/4/30 21:10,SE,2511.5
2017/4/30 21:15,SE,936.83
2017/4/30 21:20,SE,2949.27
2017/4/30 21:25,SE,1954.46
2017/4/30 21:30,SE,6070.91
2017/4/30 21:35,SE,3286.9
2017/4/30 21:40,SE,2022.77
2017/4/30 21:45,SE,771.19
2017/4/30 21:50,SE,2258.58
2017/4/30 21:55,SE,1290.22
2017/4/30 22:00,RE,2.71
2017/4/30 22:00,SE,1787.96
2017/4/30 22:05,SE,924.55
2017/4/30 22:10,SE,1567.01
2017/4/30 22:15,SE,2000.75
2017/4/30 22:20,SE,1185.24
2017/4/30 22:25,SE,4866.9
2017/4/30 22:30,SE,2178.38
2017/4/30 22:35,SE,2872.72
2017/4/30 22:40,SE,4547.9
2017/4/30 22:45,SE,2606.91
2017/4/30 22:50,SE,3831.55
2017/4/30 22:55,SE,3893.83
2017/4/30 23:00,SE,2372.62
2017/4/30 23:05,SE,3085.42
2017/4/30 23:10,RE,146.5
2017/4/30 23:10,SE,1597.6
2017/4/30 23:15,SE,4074.78
2017/4/30 23:20,SE,1731.21
2017/4/30 23:25,SE,1436.45
2017/4/30 23:30,SE,1662.21
2017/4/30 23:35,SE,1511.43
2017/4/30 23:40,SE,1035.15
2017/4/30 23:45,SE,3790.23
2017/4/30 23:50,SE,2450.3
2017/4/30 23:55,SE,2002.14
2017/5/1 0:00,SE,2186.63
2017/5/1 0:05,SE,1334.47
2017/5/1 0:10,SE,1244.89
2017/5/1 0:15,SE,8569.01
2017/5/1 0:20,SE,2036.02
2017/5/1 0:25,SE,2625.43
2017/5/1 0:30,SE,7001.94
2017/5/1 0:35,SE,770.64
2017/5/1 0:40,SE,251.72
2017/5/1 0:45,SE,558.76
2017/5/1 0:50,SE,574.59
2017/5/1 0:55,SE,415.42
2017/5/1 1:00,SE,126.46
2017/5/1 1:05,SE,27.33
2017/5/1 1:10,SE,912.13
2017/5/1 1:15,SE,44.7
2017/5/1 1:25,RE,35
2017/5/1 1:25,SE,1143.67
2017/5/1 1:30,SE,365.13
2017/5/1 1:35,SE,600.64
2017/5/1 1:40,SE,261.2
2017/5/1 1:45,SE,443.9
2017/5/1 1:50,SE,388.63
2017/5/1 1:55,SE,129.89
2017/5/1 2:00,SE,6.1
2017/5/1 2:05,SE,448.81
2017/5/1 2:10,SE,300.89
2017/5/1 2:15,SE,227.24
2017/5/1 2:25,SE,362.57
2017/5/1 2:30,SE,102.27
2017/5/1 2:35,SE,42.74
2017/5/1 2:40,SE,261.17
2017/5/1 2:45,SE,79.67
2017/5/1 2:55,SE,8.44
2017/5/1 3:00,SE,241.06
2017/5/1 3:05,SE,41.21
2017/5/1 3:10,SE,6.75
2017/5/1 3:15,SE,72.97
2017/5/1 3:25,SE,116.19
2017/5/1 3:30,SE,3.33
2017/5/1 3:35,SE,15.13
2017/5/1 3:40,SE,8.43
2017/5/1 3:45,SE,68.68
2017/5/1 3:50,SE,8.3
2017/5/1 3:55,SE,100.78
2017/5/1 4:00,SE,70.73
2017/5/1 4:05,RE,5
2017/5/1 4:05,SE,111.51
2017/5/1 4:10,SE,100.78
2017/5/1 4:15,SE,243.99
2017/5/1 4:20,RE,49
2017/5/1 4:20,SE,300.06
2017/5/1 4:30,SE,166.18
2017/5/1 4:35,SE,19.28
2017/5/1 4:55,SE,35.31
2017/5/1 5:00,SE,51.62
2017/5/1 5:05,SE,267.29
2017/5/1 5:10,SE,150.8
2017/5/1 5:15,SE,103.21
2017/5/1 5:20,SE,99.15
2017/5/1 5:30,SE,422.08
2017/5/1 5:35,RE,7.83
2017/5/1 5:35,SE,63.23
2017/5/1 5:45,RE,63.4
2017/5/1 5:45,SE,51.06
2017/5/1 5:55,SE,346.79
2017/5/1 6:00,SE,31.74
2017/5/1 6:05,SE,3.82
2017/5/1 6:10,SE,4.48
2017/5/1 6:15,SE,4.94
2017/5/1 6:20,SE,7.59
2017/5/1 6:25,SE,8.27
2017/5/1 6:30,SE,135.74
2017/5/1 6:35,SE,36.4
2017/5/1 6:40,SE,5.66
2017/5/1 6:45,SE,332.92
2017/5/1 6:50,SE,129.4
2017/5/1 6:55,SE,231.36
2017/5/1 7:00,SE,59.1
2017/5/1 7:05,SE,9.41
2017/5/1 7:10,SE,32.11
2017/5/1 7:15,SE,155.45
2017/5/1 7:20,SE,114.57
2017/5/1 7:25,SE,116.82
2017/5/1 7:30,SE,227.24
2017/5/1 7:35,SE,139.87
2017/5/1 7:45,SE,246.01
2017/5/1 7:50,SE,295.42
2017/5/1 7:55,SE,380.32
2017/5/1 8:00,SE,257.53
2017/5/1 8:05,SE,126.46
2017/5/1 8:10,SE,4.8
2017/5/1 8:15,SE,101
2017/5/1 8:20,SE,148.2
2017/5/1 8:25,SE,361.77
2017/5/1 8:30,SE,95.09
2017/5/1 8:35,SE,302.33
2017/5/1 8:40,SE,220.39
2017/5/1 8:45,SE,219.08
2017/5/1 8:50,SE,454.48
2017/5/1 8:55,SE,227.24
2017/5/1 9:05,SE,707.42
2017/5/1 9:15,SE,906.3
2017/5/1 9:20,SE,318.94
2017/5/1 9:25,SE,331.98
2017/5/1 9:30,SE,394.11
2017/5/1 9:35,SE,131.4
2017/5/1 9:40,SE,545.37
2017/5/1 9:45,SE,328.01
2017/5/1 9:50,SE,411.62
