time,type,amount
2017/1/30 3:35,SE,100.6
2017/1/30 3:40,SE,35.61
2017/1/30 3:45,SE,210.26
2017/1/30 3:50,SE,118.31
2017/1/30 3:55,RE,885.2
2017/1/30 3:55,SE,177.66
2017/1/30 4:00,SE,15.43
2017/1/30 4:05,SE,4.15
2017/1/30 4:10,SE,191.4
2017/1/30 4:15,SE,67.94
2017/1/30 4:20,SE,105.37
2017/1/30 4:30,SE,222.35
2017/1/30 4:35,SE,224.35
2017/1/30 4:40,SE,174.34
2017/1/30 4:55,SE,60.54
2017/1/30 5:00,SE,2.08
2017/1/30 5:05,SE,26.64
2017/1/30 5:15,SE,17.09
2017/1/30 5:20,SE,49.24
2017/1/30 5:25,SE,132.37
2017/1/30 5:30,SE,86.25
2017/1/30 5:45,SE,9.39
2017/1/30 5:55,SE,110.67
2017/1/30 6:00,SE,93.86
2017/1/30 6:10,SE,283.18
2017/1/30 6:15,SE,123.51
2017/1/30 6:25,SE,126.46
2017/1/30 7:00,SE,295.41
2017/1/30 7:10,SE,98.43
2017/1/30 7:15,SE,644.13
2017/1/30 7:20,SE,107.61
2017/1/30 7:30,SE,340.82
2017/1/30 7:35,SE,124.92
2017/1/30 7:40,SE,494
2017/1/30 7:45,SE,50.35
2017/1/30 7:50,SE,227.24
2017/1/30 7:55,SE,878.65
2017/1/30 8:00,SE,194.64
2017/1/30 8:05,SE,339.87
2017/1/30 8:10,SE,448.55
2017/1/30 8:15,SE,570.08
2017/1/30 8:20,SE,586.37
2017/1/30 8:25,SE,787.42
2017/1/30 8:30,SE,4.9
2017/1/30 8:35,SE,210.16
2017/1/30 8:40,SE,265.55
2017/1/30 8:45,SE,476.22
2017/1/30 8:50,SE,457.96
2017/1/30 8:55,SE,720.89
2017/1/30 9:00,SE,1359.41
2017/1/30 9:05,SE,780.52
2017/1/30 9:10,SE,321.1
2017/1/30 9:15,SE,942.64
2017/1/30 9:20,SE,328.02
2017/1/30 9:25,SE,911.34
2017/1/30 9:30,SE,768.67
2017/1/30 9:35,SE,1608.47
2017/1/30 9:40,SE,831.91
2017/1/30 9:45,SE,100.78
2017/1/30 9:50,SE,779.67
2017/1/30 9:55,SE,194.63
2017/1/30 10:00,SE,1070.99
2017/1/30 10:05,SE,729.15
2017/1/30 10:10,SE,744.95
2017/1/30 10:15,SE,1407.91
2017/1/30 10:20,SE,687.43
2017/1/30 10:25,SE,913.92
2017/1/30 10:30,SE,1111.67
2017/1/30 10:35,SE,2391.95
2017/1/30 10:40,SE,1037.99
2017/1/30 10:45,SE,1052.23
2017/1/30 10:50,SE,686.65
2017/1/30 10:55,SE,609.6
2017/1/30 11:00,SE,784.61
2017/1/30 11:05,SE,982.18
2017/1/30 11:10,SE,1070.98
2017/1/30 11:15,SE,2483.39
2017/1/30 11:20,SE,1106.2
2017/1/30 11:25,SE,1490.9
2017/1/30 11:30,SE,1907.07
2017/1/30 11:35,SE,2312.92
2017/1/30 11:40,SE,1100.27
2017/1/30 11:45,SE,440.65
2017/1/30 11:50,SE,1403.96
2017/1/30 11:55,SE,768.67
2017/1/30 12:00,SE,900.06
2017/1/30 12:05,SE,380.39
2017/1/30 12:10,SE,515.74
2017/1/30 12:15,SE,205.83
2017/1/30 12:20,SE,540.74
2017/1/30 12:25,SE,561.74
2017/1/30 12:30,SE,980.23
2017/1/30 12:35,SE,597.75
2017/1/30 12:40,SE,1012.33
2017/1/30 12:45,SE,769.67
2017/1/30 12:50,SE,1332.32
2017/1/30 12:55,SE,807.36
2017/1/30 13:00,SE,850.68
2017/1/30 13:05,SE,842.02
2017/1/30 13:10,SE,1058.15
2017/1/30 13:15,SE,1190.55
2017/1/30 13:20,SE,541.42
2017/1/30 13:25,SE,906.7
2017/1/30 13:30,SE,1041.35
2017/1/30 13:35,SE,1199.46
2017/1/30 13:40,SE,433.98
2017/1/30 13:45,SE,852.67
2017/1/30 13:50,SE,1342.71
2017/1/30 13:55,SE,1421.74
2017/1/30 14:00,SE,1138.77
2017/1/30 14:05,SE,1561.05
2017/1/30 14:10,SE,1499.78
2017/1/30 14:15,SE,512.78
2017/1/30 14:20,SE,549.33
2017/1/30 14:25,SE,1096.69
2017/1/30 14:30,SE,2289.2
2017/1/30 14:35,SE,1164.85
2017/1/30 14:40,SE,1246.85
2017/1/30 14:45,SE,515.74
2017/1/30 14:50,SE,776.56
2017/1/30 14:55,SE,740.02
2017/1/30 15:00,SE,1469.86
2017/1/30 15:05,SE,1252.9
2017/1/30 15:10,SE,1268.6
2017/1/30 15:15,SE,541.43
2017/1/30 15:20,SE,866.47
2017/1/30 15:25,SE,624.43
2017/1/30 15:30,SE,439.73
2017/1/30 15:35,SE,835.85
2017/1/30 15:40,SE,428.38
2017/1/30 15:45,SE,944.53
2017/1/30 15:50,SE,1412.99
2017/1/30 15:55,SE,1744.95
2017/1/30 16:00,SE,1918.32
2017/1/30 16:05,SE,528.97
2017/1/30 16:10,RE,3
2017/1/30 16:10,SE,649.13
2017/1/30 16:15,SE,944.12
2017/1/30 16:20,SE,933.49
2017/1/30 16:25,SE,201.56
2017/1/30 16:30,SE,837.51
2017/1/30 16:35,SE,1213.54
2017/1/30 16:40,SE,773.21
2017/1/30 16:45,SE,2179.54
2017/1/30 16:50,SE,796.51
2017/1/30 16:55,SE,850.67
2017/1/30 17:00,SE,531.08
2017/1/30 17:05,SE,1533.78
2017/1/30 17:10,SE,1766.26
2017/1/30 17:15,SE,642.2
2017/1/30 17:20,SE,681.59
2017/1/30 17:25,SE,1739.43
2017/1/30 17:30,SE,1089.16
2017/1/30 17:35,SE,951.46
2017/1/30 17:40,SE,797.93
2017/1/30 17:45,SE,1261.23
2017/1/30 17:50,SE,1013.61
2017/1/30 17:55,RE,153
2017/1/30 17:55,SE,678.34
2017/1/30 18:00,SE,2282.18
2017/1/30 18:05,SE,843.76
2017/1/30 18:10,SE,1694.43
2017/1/30 18:15,SE,1783.34
2017/1/30 18:20,SE,1859.97
2017/1/30 18:25,SE,1555.31
2017/1/30 18:30,RE,67.45
2017/1/30 18:30,SE,353.71
2017/1/30 18:35,SE,1637.37
2017/1/30 18:40,RE,95
2017/1/30 18:40,SE,1129.94
2017/1/30 18:45,SE,587.01
2017/1/30 18:50,SE,518.06
2017/1/30 18:55,SE,624.35
2017/1/30 19:00,SE,602.79
2017/1/30 19:05,SE,775.55
2017/1/30 19:10,SE,1597.61
2017/1/30 19:15,SE,1544.41
2017/1/30 19:20,SE,1055.42
2017/1/30 19:25,SE,1717.14
2017/1/30 19:30,SE,951.46
2017/1/30 19:35,SE,2057.08
2017/1/30 19:40,SE,814.87
2017/1/30 19:45,SE,1333.98
2017/1/30 19:50,SE,1343.39
2017/1/30 19:55,SE,1499.8
2017/1/30 20:00,RE,88
2017/1/30 20:00,SE,2917.81
2017/1/30 20:05,SE,2014.44
2017/1/30 20:10,SE,1844.42
2017/1/30 20:15,SE,1606.17
2017/1/30 20:20,RE,434.5
2017/1/30 20:20,SE,1489.4
2017/1/30 20:25,SE,1438.66
2017/1/30 20:30,RE,302.5
2017/1/30 20:30,SE,1576.99
2017/1/30 20:35,RE,48.21
2017/1/30 20:35,SE,1939.26
2017/1/30 20:40,SE,4728.78
2017/1/30 20:45,RE,69.64
2017/1/30 20:45,SE,915.52
2017/1/30 20:50,SE,997.58
2017/1/30 20:55,SE,733.29
2017/1/30 21:00,SE,538.52
2017/1/30 21:05,SE,625.41
2017/1/30 21:10,SE,249.37
2017/1/30 21:15,SE,512.22
2017/1/30 21:20,SE,754.9
2017/1/30 21:25,SE,1032.54
2017/1/30 21:30,SE,538
2017/1/30 21:35,SE,1093.36
2017/1/30 21:40,SE,637.02
2017/1/30 21:45,SE,1098.83
2017/1/30 21:50,SE,714.86
2017/1/30 21:55,SE,697.94
2017/1/30 22:00,SE,307.46
2017/1/30 22:05,SE,1031.48
2017/1/30 22:10,RE,279
2017/1/30 22:10,SE,798.6
2017/1/30 22:15,SE,568.83
2017/1/30 22:20,RE,38.52
2017/1/30 22:20,SE,1273.33
2017/1/30 22:25,SE,1372.26
2017/1/30 22:30,SE,626.58
2017/1/30 22:35,SE,2110.97
2017/1/30 22:40,SE,1177.54
2017/1/30 22:45,SE,207.06
2017/1/30 22:50,SE,718.78
2017/1/30 22:55,SE,194.64
2017/1/30 23:00,SE,926.58
2017/1/30 23:05,RE,547
2017/1/30 23:05,SE,433.56
2017/1/30 23:10,RE,16.12
2017/1/30 23:10,SE,381.46
2017/1/30 23:15,SE,499.82
2017/1/30 23:20,RE,57.8
2017/1/30 23:20,SE,1017.84
2017/1/30 23:25,RE,57.8
2017/1/30 23:25,SE,900.87
2017/1/30 23:30,SE,471.9
2017/1/30 23:35,SE,534.28
2017/1/30 23:40,SE,795.79
2017/1/30 23:45,SE,831.31
2017/1/30 23:50,SE,275.74
2017/1/30 23:55,SE,18612.19
2017/1/31 0:00,SE,11587.41
2017/1/31 0:05,SE,130.36
2017/1/31 0:10,SE,660.68
2017/1/31 0:15,SE,52.39
2017/1/31 0:20,SE,208.91
2017/1/31 0:25,SE,503.84
2017/1/31 0:30,SE,443.55
2017/1/31 0:35,SE,140.1
2017/1/31 0:40,SE,1633.2
2017/1/31 0:45,SE,268.8
2017/1/31 0:50,SE,315.61
2017/1/31 0:55,SE,950.5
2017/1/31 1:00,SE,1448.67
2017/1/31 1:05,SE,699.58
2017/1/31 1:10,SE,863.32
2017/1/31 1:15,SE,422.58
2017/1/31 1:20,SE,357.58
2017/1/31 1:25,SE,12.58
2017/1/31 1:30,RE,0.11
2017/1/31 1:30,SE,1336.65
2017/1/31 1:35,RE,0.11
2017/1/31 1:35,SE,1374.79
2017/1/31 1:40,RE,0.08
2017/1/31 1:40,SE,2193.98
2017/1/31 1:45,RE,1.01
2017/1/31 1:45,SE,1835.83
2017/1/31 1:50,RE,186.68
2017/1/31 1:50,SE,1824.2
2017/1/31 1:55,RE,0.07
2017/1/31 1:55,SE,2877.34
2017/1/31 2:00,RE,0.01
2017/1/31 2:00,SE,296.48
2017/1/31 2:05,SE,929.59
2017/1/31 2:10,SE,1056.1
2017/1/31 2:15,SE,218.32
2017/1/31 2:20,SE,167.79
2017/1/31 2:25,SE,528.47
2017/1/31 2:30,SE,546.49
2017/1/31 2:35,SE,395.5
2017/1/31 2:40,SE,192.13
2017/1/31 2:45,SE,94.07
2017/1/31 2:50,SE,109.9
2017/1/31 2:55,SE,1010.07
2017/1/31 3:00,SE,746.83
2017/1/31 3:05,SE,1508.58
2017/1/31 3:10,SE,5077.57
2017/1/31 3:15,SE,252.93
2017/1/31 3:20,SE,322.41
2017/1/31 3:25,SE,3260.23
2017/1/31 3:30,SE,1557.85
2017/1/31 3:35,SE,2319.44
2017/1/31 3:40,SE,251.2
2017/1/31 3:45,SE,3595.15
2017/1/31 3:50,SE,300.35
2017/1/31 3:55,RE,99
2017/1/31 3:55,SE,15.3
2017/1/31 4:00,SE,2521.03
2017/1/31 4:05,RE,57
2017/1/31 4:05,SE,143.56
2017/1/31 4:10,SE,46.95
2017/1/31 4:15,SE,126.46
2017/1/31 4:20,SE,1901.33
2017/1/31 4:25,SE,310.83
2017/1/31 4:30,SE,246.09
2017/1/31 4:35,SE,351.94
2017/1/31 4:40,SE,2419.68
2017/1/31 4:45,SE,33.01
2017/1/31 4:50,SE,220.32
2017/1/31 5:00,SE,57.64
2017/1/31 5:05,SE,368.74
2017/1/31 5:10,SE,461.69
2017/1/31 5:15,SE,232.36
2017/1/31 5:20,SE,381.06
2017/1/31 5:25,SE,405.23
2017/1/31 5:30,SE,27.18
2017/1/31 5:35,SE,274.75
2017/1/31 5:40,SE,420.5
2017/1/31 5:45,SE,100.78
2017/1/31 5:55,SE,486.39
2017/1/31 6:00,SE,100.78
2017/1/31 6:10,SE,20.54
2017/1/31 6:15,SE,313.76
2017/1/31 6:20,SE,252.93
2017/1/31 6:30,SE,525.17
2017/1/31 6:35,SE,131.29
2017/1/31 6:40,SE,100.78
2017/1/31 6:50,SE,146.12
2017/1/31 6:55,SE,201.56
2017/1/31 7:00,SE,597.75
2017/1/31 7:05,SE,82
2017/1/31 7:10,SE,454.84
2017/1/31 7:15,SE,411.99
2017/1/31 7:20,SE,416.03
2017/1/31 7:25,SE,220.32
2017/1/31 7:30,SE,616.51
2017/1/31 7:35,SE,729.52
2017/1/31 7:40,SE,302.33
2017/1/31 7:45,SE,360.74
2017/1/31 7:50,SE,847.7
2017/1/31 7:55,SE,123.08
2017/1/31 8:00,SE,552.91
2017/1/31 8:05,SE,447.56
2017/1/31 8:10,SE,4.94
2017/1/31 8:25,SE,429.78
2017/1/31 8:30,SE,339.87
2017/1/31 8:35,SE,447.57
2017/1/31 8:40,SE,302.34
2017/1/31 8:45,SE,146.61
2017/1/31 8:50,SE,775.58
2017/1/31 8:55,SE,232.59
2017/1/31 9:00,SE,328.01
2017/1/31 9:05,SE,390.66
2017/1/31 9:10,SE,203.84
2017/1/31 9:15,SE,678.56
2017/1/31 9:20,SE,258.01
2017/1/31 9:30,SE,1429.93
2017/1/31 9:35,SE,579.96
2017/1/31 9:40,SE,415.95
2017/1/31 9:45,SE,587.86
2017/1/31 9:50,SE,485.11
2017/1/31 9:55,SE,852.65
2017/1/31 10:00,SE,814.11
2017/1/31 10:05,SE,227.24
2017/1/31 10:10,SE,702.47
2017/1/31 10:15,SE,1185.6
2017/1/31 10:20,SE,323.08
2017/1/31 10:25,SE,667.88
2017/1/31 10:30,SE,135.07
2017/1/31 10:35,SE,1310.75
2017/1/31 10:40,SE,300.36
2017/1/31 10:45,SE,563.36
2017/1/31 10:50,SE,805.23
2017/1/31 10:55,SE,415.95
2017/1/31 11:00,SE,1512.15
2017/1/31 11:05,SE,649.12
2017/1/31 11:10,SE,297.39
2017/1/31 11:15,SE,618.5
2017/1/31 11:20,SE,939.6
2017/1/31 11:25,SE,694.78
2017/1/31 11:30,SE,618.7
2017/1/31 11:35,SE,866.59
2017/1/31 11:40,SE,126.46
2017/1/31 11:45,SE,656.04
2017/1/31 11:50,SE,198.13
2017/1/31 11:55,SE,204.51
2017/1/31 12:00,RE,251.8
2017/1/31 12:00,SE,302.33
2017/1/31 12:05,SE,205.5
2017/1/31 12:10,SE,328.01
2017/1/31 12:15,SE,371.87
2017/1/31 12:20,SE,742.34
2017/1/31 12:25,SE,618.49
2017/1/31 12:30,SE,346.78
2017/1/31 12:35,SE,1429.81
2017/1/31 12:40,SE,477.2
2017/1/31 12:45,SE,325.47
2017/1/31 12:50,SE,403.5
2017/1/31 12:55,SE,543.32
2017/1/31 13:00,SE,618.48
2017/1/31 13:05,SE,874.14
2017/1/31 13:10,SE,401.37
2017/1/31 13:15,SE,551.31
2017/1/31 13:20,SE,292.45
2017/1/31 13:25,SE,316.11
2017/1/31 13:30,SE,593.8
2017/1/31 13:35,SE,95.84
2017/1/31 13:40,SE,972.73
2017/1/31 13:45,SE,126.46
2017/1/31 13:50,SE,486.1
2017/1/31 13:55,SE,480.17
2017/1/31 14:00,SE,633.31
2017/1/31 14:05,SE,976.14
2017/1/31 14:10,SE,321.31
2017/1/31 14:15,SE,66.39
2017/1/31 14:20,SE,637.26
2017/1/31 14:25,SE,515.73
2017/1/31 14:30,SE,632.32
2017/1/31 14:35,SE,1112.04
2017/1/31 14:40,SE,382.09
2017/1/31 14:45,SE,917.82
2017/1/31 14:50,SE,480.17
2017/1/31 14:55,SE,472.51
2017/1/31 15:00,SE,478.2
2017/1/31 15:05,RE,12
2017/1/31 15:05,SE,1246.74
2017/1/31 15:10,SE,345.16
2017/1/31 15:15,SE,220.32
2017/1/31 15:20,SE,227.24
2017/1/31 15:25,SE,437.32
2017/1/31 15:30,SE,309.24
2017/1/31 15:35,SE,360.49
2017/1/31 15:40,SE,911.68
2017/1/31 15:45,SE,528.67
2017/1/31 15:50,SE,299.29
2017/1/31 15:55,SE,470.37
2017/1/31 16:00,SE,866.47
2017/1/31 16:05,SE,476.95
2017/1/31 16:10,RE,188.1
2017/1/31 16:10,SE,546.19
2017/1/31 16:15,SE,297.39
2017/1/31 16:20,SE,559.35
2017/1/31 16:25,SE,222.3
2017/1/31 16:30,SE,178.83
2017/1/31 16:35,SE,379.34
2017/1/31 16:40,SE,362.05
2017/1/31 16:45,SE,357.34
2017/1/31 16:50,SE,697.52
2017/1/31 16:55,SE,564.64
2017/1/31 17:00,SE,185.93
2017/1/31 17:05,SE,424.85
2017/1/31 17:10,SE,545.38
2017/1/31 17:15,SE,1041.07
2017/1/31 17:20,SE,530.37
2017/1/31 17:25,SE,4.9
2017/1/31 17:30,SE,999.11
2017/1/31 17:35,SE,173.29
2017/1/31 17:40,SE,1345.58
2017/1/31 17:45,SE,229.69
2017/1/31 17:50,SE,288.82
2017/1/31 17:55,SE,254.35
2017/1/31 18:00,SE,223.09
2017/1/31 18:05,SE,311.71
2017/1/31 18:10,SE,766.42
2017/1/31 18:15,SE,124.87
2017/1/31 18:20,SE,1027.91
2017/1/31 18:25,SE,45.49
2017/1/31 18:30,SE,639.5
2017/1/31 18:35,SE,93.86
2017/1/31 18:40,RE,101.7
2017/1/31 18:40,SE,392.68
2017/1/31 18:45,SE,707.17
2017/1/31 18:50,SE,1278.77
2017/1/31 18:55,SE,408.03
2017/1/31 19:00,SE,260.16
2017/1/31 19:05,RE,0.01
2017/1/31 19:05,SE,165.57
2017/1/31 19:10,SE,729.61
2017/1/31 19:15,SE,200.76
2017/1/31 19:20,SE,516.61
2017/1/31 19:25,RE,0.01
2017/1/31 19:25,SE,891.45
2017/1/31 19:30,SE,555.96
2017/1/31 19:35,SE,181.78
2017/1/31 19:40,SE,729.74
2017/1/31 19:45,RE,0.01
2017/1/31 19:45,SE,1398.07
2017/1/31 19:50,RE,574
2017/1/31 19:55,SE,1303.48
2017/1/31 20:00,SE,550.65
2017/1/31 20:05,SE,975.09
2017/1/31 20:10,RE,0.02
2017/1/31 20:10,SE,917.37
2017/1/31 20:15,RE,0.01
2017/1/31 20:15,SE,325.28
2017/1/31 20:20,RE,0.01
2017/1/31 20:20,SE,1497.09
2017/1/31 20:25,RE,0.01
2017/1/31 20:25,SE,645.92
2017/1/31 20:30,SE,626.25
2017/1/31 20:35,SE,1102.51
2017/1/31 20:40,SE,2535.86
2017/1/31 20:45,SE,596.62
2017/1/31 20:50,SE,774.8
2017/1/31 20:55,SE,71.52
2017/1/31 21:00,SE,1125.93
2017/1/31 21:05,RE,63.75
2017/1/31 21:05,SE,404.57
2017/1/31 21:10,SE,1912.8
2017/1/31 21:15,SE,1547.77
2017/1/31 21:20,SE,2338.99
2017/1/31 21:25,SE,2686.68
2017/1/31 21:30,SE,4297
2017/1/31 21:35,SE,2422.82
2017/1/31 21:40,SE,2097.09
2017/1/31 21:45,RE,136.89
2017/1/31 21:45,SE,1420.92
2017/1/31 21:50,RE,269.5
2017/1/31 21:50,SE,4012.8
2017/1/31 21:55,SE,1790.69
2017/1/31 22:00,SE,2272.77
2017/1/31 22:05,SE,1532.69
2017/1/31 22:10,SE,1946.7
2017/1/31 22:15,SE,1314.22
2017/1/31 22:20,SE,2260.72
2017/1/31 22:25,SE,1908.98
2017/1/31 22:30,SE,1874.25
2017/1/31 22:35,SE,2255.3
2017/1/31 22:40,SE,873.72
2017/1/31 22:45,SE,2503.2
2017/1/31 22:50,SE,1736.72
2017/1/31 22:55,RE,0.01
2017/1/31 22:55,SE,6154.31
2017/1/31 23:00,SE,3871.67
2017/1/31 23:05,RE,495
2017/1/31 23:05,SE,3280.91
2017/1/31 23:10,SE,1515.86
2017/1/31 23:15,SE,2196.37
2017/1/31 23:20,SE,1984.02
2017/1/31 23:25,SE,3509.82
2017/1/31 23:30,SE,1214.61
2017/1/31 23:35,SE,538.01
2017/1/31 23:40,SE,499.64
2017/1/31 23:45,SE,1292.27
2017/1/31 23:50,SE,630.05
2017/1/31 23:55,SE,420.58
2017/2/1 0:00,SE,3260.73
2017/2/1 0:05,RE,194.4
2017/2/1 0:05,SE,178.18
2017/2/1 0:10,SE,434.46
2017/2/1 0:15,SE,175.77
2017/2/1 0:20,RE,0.01
2017/2/1 0:20,SE,477.08
2017/2/1 0:25,SE,253.89
2017/2/1 0:30,SE,492.6
2017/2/1 0:35,RE,21.99
2017/2/1 0:35,SE,233.72
2017/2/1 0:45,SE,734.74
2017/2/1 0:50,SE,110.51
2017/2/1 0:55,SE,239.64
2017/2/1 1:00,SE,3486.57
2017/2/1 1:05,SE,848.44
2017/2/1 1:10,SE,2062.72
2017/2/1 1:15,SE,42.63
2017/2/1 1:20,SE,359.89
2017/2/1 1:25,SE,0.02
2017/2/1 1:30,RE,101.83
2017/2/1 1:30,SE,518.93
2017/2/1 1:35,RE,339
2017/2/1 1:35,SE,29.12
2017/2/1 1:40,SE,242.14
2017/2/1 1:45,RE,96
2017/2/1 1:45,SE,292.68
2017/2/1 1:50,SE,199.88
2017/2/1 1:55,SE,239.61
2017/2/1 2:00,SE,166.85
2017/2/1 2:05,SE,4674.94
2017/2/1 2:10,SE,1778.75
2017/2/1 2:15,SE,161.11
2017/2/1 2:20,SE,474.42
2017/2/1 2:25,SE,589.8
2017/2/1 2:30,SE,90.97
2017/2/1 2:35,SE,40.58
2017/2/1 2:40,SE,112.42
2017/2/1 2:45,SE,149.57
2017/2/1 2:50,RE,1
2017/2/1 2:50,SE,92.19
2017/2/1 2:55,SE,904.52
2017/2/1 3:00,RE,101.4
2017/2/1 3:00,SE,423.64
2017/2/1 3:05,SE,806.08
2017/2/1 3:10,SE,3978.88
2017/2/1 3:15,SE,280.9
2017/2/1 3:20,SE,550.8
2017/2/1 3:25,SE,78.17
2017/2/1 3:30,SE,19.49
2017/2/1 3:40,SE,117.78
2017/2/1 3:45,SE,38.83
2017/2/1 3:50,SE,61.25
2017/2/1 4:00,SE,103.72
2017/2/1 4:10,SE,144.94
2017/2/1 4:15,SE,136.82
2017/2/1 4:20,SE,138.06
2017/2/1 4:25,SE,200.89
2017/2/1 4:30,SE,126.46
2017/2/1 4:35,SE,938.6
2017/2/1 4:40,SE,2802.78
2017/2/1 4:45,SE,300.77
2017/2/1 4:50,SE,124.83
2017/2/1 4:55,SE,150.34
2017/2/1 5:00,SE,128.7
2017/2/1 5:05,SE,69.65
2017/2/1 5:15,SE,45.58
2017/2/1 5:20,SE,85.84
2017/2/1 5:25,SE,48.59
2017/2/1 5:30,SE,32.29
2017/2/1 5:35,SE,29.34
2017/2/1 5:40,SE,255.51
2017/2/1 5:50,SE,5.04
2017/2/1 6:00,RE,108
2017/2/1 6:10,SE,377.88
2017/2/1 6:15,SE,65.89
2017/2/1 6:20,SE,21.67
2017/2/1 6:25,SE,4.9
2017/2/1 6:30,SE,100.78
2017/2/1 6:45,SE,19.92
2017/2/1 6:55,SE,78.13
2017/2/1 7:00,SE,93.87
2017/2/1 7:15,SE,396.19
2017/2/1 7:20,SE,240.5
2017/2/1 7:30,SE,126.46
2017/2/1 7:35,SE,9.15
2017/2/1 7:40,SE,403.1
2017/2/1 7:55,RE,105
2017/2/1 7:55,SE,131.36
2017/2/1 8:00,SE,95.84
2017/2/1 8:05,SE,12
2017/2/1 8:10,SE,135.89
2017/2/1 8:15,SE,60.52
2017/2/1 8:20,SE,991.18
2017/2/1 8:30,SE,183.6
2017/2/1 8:35,SE,68.67
2017/2/1 8:40,SE,475.23
2017/2/1 8:45,SE,196.62
2017/2/1 8:50,SE,119.55
2017/2/1 8:55,SE,95.84
2017/2/1 9:00,SE,119.55
2017/2/1 9:05,SE,88.78
2017/2/1 9:15,SE,93.86
2017/2/1 9:20,SE,93.86
2017/2/1 9:30,SE,285.53
2017/2/1 9:35,SE,478.99
2017/2/1 9:40,SE,285.53
2017/2/1 9:45,SE,146.24
2017/2/1 9:50,SE,304.9
2017/2/1 9:55,SE,787.12
2017/2/1 10:00,SE,394.82
2017/2/1 10:05,SE,461.4
2017/2/1 10:10,SE,117.57
2017/2/1 10:15,SE,524.63
2017/2/1 10:20,SE,774.8
2017/2/1 10:25,SE,550.31
2017/2/1 10:30,SE,882.29
2017/2/1 10:35,SE,290.47
2017/2/1 10:40,SE,239.1
2017/2/1 10:45,SE,191.67
2017/2/1 10:50,SE,248.46
2017/2/1 10:55,SE,327.02
2017/2/1 11:00,SE,187.72
2017/2/1 11:05,SE,189.7
2017/2/1 11:10,SE,299.16
2017/2/1 11:15,SE,226.68
2017/2/1 11:20,SE,285.53
2017/2/1 11:25,SE,462.98
2017/2/1 11:30,SE,117.57
2017/2/1 11:35,SE,356.67
2017/2/1 11:40,SE,473.25
2017/2/1 11:50,SE,239.23
2017/2/1 12:00,SE,405.03
2017/2/1 12:05,SE,363.96
2017/2/1 12:10,SE,95.84
2017/2/1 12:20,SE,379.39
2017/2/1 12:25,SE,93.86
2017/2/1 12:30,SE,285.53
2017/2/1 12:35,SE,290.24
2017/2/1 12:40,SE,311.22
2017/2/1 12:45,SE,99.39
2017/2/1 12:55,SE,421.88
2017/2/1 13:00,SE,262.81
2017/2/1 13:05,RE,28.8
2017/2/1 13:05,SE,171.91
2017/2/1 13:10,SE,252.23
2017/2/1 13:15,SE,540.44
2017/2/1 13:25,SE,22.29
2017/2/1 13:30,SE,712.61
2017/2/1 13:35,SE,166.68
2017/2/1 13:40,SE,287.51
2017/2/1 13:45,SE,125.95
2017/2/1 13:50,SE,385.06
2017/2/1 13:55,SE,93.86
2017/2/1 14:00,SE,93.86
2017/2/1 14:05,SE,31.27
2017/2/1 14:10,SE,319.88
2017/2/1 14:20,SE,311.22
2017/2/1 14:25,SE,95.84
2017/2/1 14:30,SE,470.23
2017/2/1 14:35,SE,430.77
2017/2/1 14:50,SE,567.66
2017/2/1 14:55,SE,212.84
2017/2/1 15:00,SE,285.53
2017/2/1 15:05,SE,205.36
2017/2/1 15:15,SE,103.41
2017/2/1 15:20,SE,93.86
2017/2/1 15:30,SE,117.57
2017/2/1 15:35,SE,95.84
2017/2/1 15:40,SE,93.86
2017/2/1 15:50,SE,255.89
2017/2/1 15:55,SE,93.86
2017/2/1 16:05,SE,191.67
2017/2/1 16:10,SE,476.21
2017/2/1 16:15,SE,37.27
2017/2/1 16:20,SE,382.36
2017/2/1 16:30,SE,253.02
2017/2/1 16:35,SE,97.56
2017/2/1 16:45,SE,502.89
2017/2/1 16:55,SE,217.65
2017/2/1 17:00,SE,122.46
2017/2/1 17:10,SE,268.12
2017/2/1 17:15,SE,50.6
2017/2/1 17:25,SE,20.24
2017/2/1 17:30,SE,243.32
2017/2/1 17:35,SE,388.79
2017/2/1 17:40,SE,614.39
2017/2/1 17:45,SE,252.39
2017/2/1 17:50,SE,1011.84
2017/2/1 17:55,SE,191.67
2017/2/1 18:00,SE,723.16
2017/2/1 18:05,SE,128.68
2017/2/1 18:10,SE,257.47
2017/2/1 18:15,SE,904.95
2017/2/1 18:20,SE,445.17
2017/2/1 18:25,SE,28.18
2017/2/1 18:30,RE,102.5
2017/2/1 18:30,SE,98.76
2017/2/1 18:35,SE,106.71
2017/2/1 18:40,RE,0.01
2017/2/1 18:40,SE,189.71
2017/2/1 18:45,SE,147.54
2017/2/1 18:50,SE,418.72
2017/2/1 18:55,SE,214.54
2017/2/1 19:00,SE,513.06
2017/2/1 19:05,SE,117.36
2017/2/1 19:10,RE,23.76
2017/2/1 19:10,SE,95.84
2017/2/1 19:15,SE,895.34
2017/2/1 19:20,RE,140
2017/2/1 19:20,SE,784.47
2017/2/1 19:25,RE,256
2017/2/1 19:25,SE,145.11
2017/2/1 19:30,SE,2828.5
2017/2/1 19:35,SE,605.91
2017/2/1 19:40,SE,788.52
2017/2/1 19:45,SE,205.78
2017/2/1 19:50,RE,5
2017/2/1 19:50,SE,363.67
2017/2/1 19:55,SE,669.68
2017/2/1 20:00,SE,81.95
2017/2/1 20:05,SE,187.41
